sector,t_skills,m_skills,s_skills,s_activas,afinidad_t,afinidad_m,t_min,t_max,t_avg,clase_fatiga
10,"[1, 1, 6, 3, 6, 10, 1, 9, 0, 3, 1, 5, 7, 7, 8, 0, 7, 9, 9, 2]","[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 9, 0, 7, 0, 7, 6, 2, 6, 2]","[1, 0, 0, 0, 3, 3, 5, 9, 9, 3, 2, 3, 7, 4, 5, 8, 0, 8, 10, 7]",21,0.08296416659932018,0.004332373730093878,1,22,10.178336394639624,4
20,"[3, 7, 4, 7, 10, 9, 8, 3, 5, 6, 7, 1, 8, 5, 2, 9, 3, 2, 4, 3]","[1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 8, 4, 9, 5, 10, 3, 2, 2, 3, 4]","[10, 6, 8, 6, 7, 6, 3, 2, 7, 10, 5, 3, 2, 7, 3, 2, 3, 0, 8, 2]",18,0.9619080875354621,0.802394664435491,7,49,28.682259265554837,3
22,"[2, 10, 9, 6, 8, 3, 5, 2, 6, 4, 0, 2, 6, 0, 7, 5, 8, 8, 5, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 7, 3, 4, 10, 5, 3, 0, 5]","[0, 1, 4, 7, 7, 2, 6, 0, 10, 2, 3, 8, 1, 3, 2, 8, 8, 5, 0, 10]",27,1.0759044033020493,0.9841630492239681,4,27,14.737462548938987,0
2,"[2, 8, 8, 7, 7, 5, 7, 6, 0, 5, 7, 6, 2, 1, 7, 7, 3, 10, 7, 2]","[0, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 7, 7, 1, 6, 8, 8, 7, 4, 8]","[4, 7, 1, 6, 7, 2, 0, 8, 2, 0, 9, 0, 8, 1, 10, 1, 7, 6, 4, 9]",17,0.5263363235197143,0.47312106922616587,7,50,29.023719761276354,2
17,"[8, 2, 0, 9, 8, 3, 6, 1, 2, 5, 8, 10, 5, 6, 0, 7, 6, 7, 6, 0]","[0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 2, 7, 6, 5, 0, 3, 1, 9, 3, 1]","[8, 10, 6, 0, 3, 7, 6, 6, 4, 8, 7, 2, 7, 8, 1, 10, 1, 3, 5, 10]",15,0.6415838309494171,0.7373452052233795,8,30,17.285806735138788,1
11,"[10, 2, 6, 0, 7, 10, 7, 3, 6, 3, 8, 0, 9, 7, 5, 0, 0, 2, 4, 10]","[2, 2, 0, 0, 0, 0, 1, 0, 2, 1, 6, 8, 9, 4, 0, 3, 8, 8, 3, 1]","[3, 8, 7, 7, 3, 8, 10, 2, 0, 6, 8, 8, 7, 2, 1, 1, 7, 1, 0, 5]",21,0.27146453239820195,0.29504688176284444,2,21,12.510156743403535,3
16,"[4, 6, 4, 5, 7, 3, 5, 9, 6, 0, 7, 3, 0, 2, 7, 4, 7, 5, 1, 4]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 7, 7, 0, 4, 10, 9, 7, 4, 8, 2]","[10, 1, 4, 5, 8, 5, 9, 3, 3, 9, 4, 7, 6, 1, 3, 10, 7, 6, 4, 1]",26,0.7048250165087879,0.6377103580968652,12,31,22.168918197743178,1
0,"[6, 6, 0, 0, 10, 5, 5, 10, 1, 5, 8, 10, 6, 0, 0, 1, 0, 8, 1, 1]","[0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 8, 2, 10, 1, 9, 5, 9, 7, 3, 0]","[6, 9, 6, 1, 2, 8, 5, 0, 0, 10, 6, 8, 7, 6, 5, 6, 8, 8, 10, 4]",19,-0.00046665259293041973,0.0290731851262562,5,35,19.40786123121941,4
2,"[5, 10, 3, 5, 0, 0, 5, 5, 1, 1, 9, 8, 6, 1, 0, 1, 0, 8, 8, 7]","[2, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 9, 1, 9, 6, 10, 6, 1, 9]","[3, 7, 10, 8, 6, 10, 7, 10, 7, 3, 0, 5, 2, 10, 0, 1, 7, 7, 3, 9]",18,0.27961287944346874,0.29153113297342464,6,19,14.802138229315824,3
11,"[1, 6, 7, 0, 3, 8, 5, 1, 5, 7, 10, 0, 6, 0, 0, 9, 5, 5, 7, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 3, 1, 2, 8, 4, 3, 10, 8, 0, 2]","[5, 7, 10, 5, 0, 0, 5, 7, 7, 4, 6, 3, 6, 7, 5, 3, 0, 10, 4, 5]",30,0.600060898017181,0.8223027829430426,1,35,18.949619327166907,1
23,"[10, 3, 6, 1, 1, 5, 5, 0, 7, 0, 7, 4, 7, 3, 7, 6, 7, 8, 3, 9]","[0, 0, 1, 2, 0, 2, 0, 2, 2, 0, 0, 7, 6, 1, 3, 4, 3, 1, 2, 2]","[10, 8, 6, 6, 7, 6, 0, 2, 6, 10, 7, 8, 8, 7, 7, 5, 10, 7, 1, 4]",10,0.9399756205106096,0.8666151869641132,4,56,31.19707856292105,4
21,"[1, 7, 2, 9, 4, 2, 0, 8, 0, 5, 1, 3, 0, 3, 10, 8, 4, 5, 1, 0]","[0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 6, 5, 7, 7, 8, 1, 6, 9, 0, 5]","[5, 2, 8, 1, 5, 1, 5, 2, 0, 7, 5, 3, 10, 9, 4, 5, 7, 2, 2, 0]",15,0.408538344598164,0.4353228135259442,6,28,16.61132464733466,2
9,"[4, 7, 4, 2, 0, 8, 8, 0, 7, 3, 4, 6, 10, 1, 3, 4, 4, 2, 4, 8]","[0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 4, 8, 3, 6, 3, 6, 7, 8, 5, 3]","[1, 0, 0, 0, 6, 6, 8, 7, 9, 4, 6, 4, 3, 4, 9, 9, 7, 8, 2, 3]",28,0.8831742946503356,1.005237380257214,8,61,32.695732733185935,1
22,"[7, 5, 3, 7, 4, 3, 6, 6, 0, 7, 9, 8, 4, 1, 2, 2, 9, 3, 2, 10]","[1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 2, 8, 4, 6, 10, 0, 10, 6, 2, 8]","[2, 1, 2, 8, 7, 1, 3, 9, 6, 4, 5, 1, 7, 1, 3, 6, 2, 9, 6, 8]",28,0.35639375386242655,0.367272419607798,1,42,23.055836229468675,3
12,"[5, 6, 0, 0, 7, 2, 5, 2, 7, 7, 0, 1, 10, 2, 3, 10, 2, 5, 8, 0]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 8, 1, 2, 1, 7, 0, 5, 1]","[4, 10, 9, 8, 4, 3, 5, 1, 3, 8, 5, 2, 6, 0, 0, 3, 5, 7, 7, 0]",28,0.20912751078458575,0.12727544328693458,1,38,19.644603606661295,4
3,"[5, 4, 1, 7, 2, 7, 0, 10, 6, 8, 8, 8, 0, 6, 0, 3, 9, 1, 10, 3]","[0, 0, 1, 0, 2, 1, 2, 2, 1, 0, 6, 2, 10, 8, 8, 7, 0, 5, 9, 10]","[0, 7, 2, 4, 4, 1, 0, 3, 5, 1, 8, 3, 2, 6, 4, 2, 5, 6, 3, 5]",14,0.4885901502239802,0.48368225617090016,4,51,26.486146057111235,2
14,"[0, 10, 3, 7, 7, 7, 5, 0, 6, 2, 5, 5, 2, 5, 3, 6, 10, 7, 9, 3]","[2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3, 3, 6, 0, 0, 5, 0, 4]","[0, 3, 0, 5, 3, 4, 2, 8, 0, 6, 9, 2, 4, 8, 0, 9, 8, 9, 7, 9]",20,0.5793901740412857,0.8620083205229866,5,44,24.19133744413604,1
1,"[8, 9, 1, 1, 3, 4, 5, 0, 10, 4, 6, 0, 7, 8, 0, 9, 7, 3, 3, 4]","[0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 4, 6, 0, 8, 2, 7, 9, 10, 6, 6]","[9, 9, 0, 7, 0, 7, 4, 8, 2, 8, 10, 5, 0, 0, 5, 3, 0, 7, 9, 8]",18,0.12925217670540912,-0.09765649164399656,5,41,23.85504500509096,4
0,"[1, 3, 8, 0, 0, 8, 2, 2, 2, 2, 0, 4, 8, 10, 7, 4, 0, 2, 8, 2]","[0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 10, 2, 4, 5, 9, 5, 2, 4, 1, 0]","[9, 7, 3, 5, 7, 5, 0, 7, 1, 2, 8, 6, 7, 3, 8, 7, 8, 5, 1, 6]",15,0.3596698014409613,0.490557469534578,4,38,20.681341694841297,2
21,"[1, 2, 4, 6, 3, 8, 1, 0, 0, 0, 4, 6, 3, 8, 1, 5, 5, 2, 1, 3]","[0, 1, 0, 0, 0, 2, 0, 2, 2, 0, 3, 6, 8, 8, 7, 7, 6, 7, 6, 8]","[9, 0, 0, 9, 0, 2, 1, 0, 9, 0, 5, 3, 3, 5, 0, 6, 9, 6, 0, 8]",17,0.014116474671568548,0.07404031534745839,5,28,16.887287956210237,4
9,"[0, 0, 1, 6, 5, 8, 5, 3, 5, 7, 6, 4, 0, 1, 8, 0, 7, 3, 6, 4]","[2, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 6, 3, 9, 6, 8, 3, 2, 1, 1]","[5, 0, 7, 4, 9, 0, 0, 4, 0, 3, 10, 2, 1, 7, 9, 9, 7, 10, 1, 2]",18,0.7082893053452837,0.7788328742998812,6,28,18.49419229701911,1
18,"[0, 7, 5, 4, 2, 3, 10, 8, 3, 10, 0, 8, 1, 4, 7, 5, 7, 10, 0, 7]","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 6, 6, 5, 5, 5, 1, 4, 5, 4, 6]","[4, 5, 7, 5, 6, 7, 6, 6, 5, 7, 3, 0, 8, 4, 3, 4, 2, 7, 3, 10]",15,0.36475604901888053,0.27443072950231284,10,49,29.74075133521083,3
23,"[0, 0, 9, 3, 6, 2, 8, 0, 5, 2, 8, 2, 2, 4, 0, 3, 8, 2, 3, 1]","[0, 1, 0, 1, 0, 1, 2, 0, 2, 1, 6, 0, 3, 7, 4, 8, 1, 6, 2, 3]","[2, 7, 7, 10, 10, 4, 2, 3, 4, 8, 5, 0, 6, 8, 7, 4, 1, 8, 8, 1]",12,0.7097223968650148,0.6453282239954437,6,38,20.90252483830082,1
10,"[2, 0, 3, 9, 7, 1, 2, 4, 10, 10, 3, 3, 9, 0, 0, 9, 0, 4, 8, 2]","[0, 2, 2, 0, 0, 0, 1, 0, 0, 2, 8, 0, 8, 2, 8, 7, 1, 1, 2, 0]","[7, 7, 4, 4, 3, 10, 3, 9, 10, 0, 6, 5, 4, 2, 5, 2, 0, 1, 0, 4]",15,0.5407772484148866,0.4623326763063651,7,53,29.64484649676625,2
15,"[9, 1, 2, 0, 8, 10, 1, 8, 6, 10, 3, 4, 4, 7, 6, 1, 1, 10, 7, 0]","[0, 0, 0, 2, 0, 2, 0, 0, 1, 2, 5, 3, 2, 2, 2, 4, 5, 5, 4, 7]","[3, 4, 1, 2, 0, 6, 4, 1, 8, 0, 0, 7, 2, 5, 5, 3, 8, 2, 5, 2]",24,0.9985452787498084,0.8179561768019257,2,23,14.142819583519545,0
25,"[5, 10, 1, 1, 4, 4, 10, 0, 5, 6, 6, 3, 8, 1, 10, 3, 6, 7, 1, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 1, 8, 1, 7, 5, 0, 10, 4]","[8, 5, 1, 8, 10, 5, 4, 7, 3, 5, 0, 4, 7, 7, 2, 5, 0, 6, 6, 9]",27,-0.0058688041435988846,0.22269619044701205,7,27,14.664349904634841,4
21,"[7, 0, 3, 5, 8, 7, 5, 1, 7, 3, 9, 8, 4, 3, 6, 6, 7, 5, 5, 10]","[0, 0, 0, 0, 2, 0, 1, 2, 1, 0, 8, 4, 0, 5, 2, 5, 4, 10, 2, 0]","[7, 6, 0, 2, 4, 5, 10, 0, 8, 1, 9, 6, 8, 7, 3, 2, 4, 10, 10, 4]",23,0.6295425158125394,0.7071776596971112,2,31,19.25689959106605,1
22,"[3, 2, 0, 6, 9, 1, 10, 2, 3, 7, 3, 10, 6, 0, 2, 4, 5, 1, 3, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 6, 1, 6, 8, 0, 9, 1, 9, 3, 7]","[5, 8, 8, 6, 0, 10, 0, 5, 7, 2, 10, 10, 2, 0, 6, 2, 5, 5, 10, 6]",28,0.5605608527147007,0.7538435564294849,4,36,19.175923059051247,1
0,"[8, 1, 1, 1, 4, 6, 3, 8, 3, 3, 9, 7, 2, 3, 1, 2, 3, 4, 6, 1]","[1, 2, 2, 0, 1, 0, 0, 2, 0, 0, 1, 7, 8, 8, 0, 3, 7, 5, 10, 5]","[9, 6, 0, 6, 4, 9, 8, 4, 7, 7, 3, 6, 5, 1, 3, 3, 10, 7, 10, 4]",19,0.4366661788267644,0.3860209658393388,1,54,29.053377221227638,2
1,"[7, 5, 3, 9, 1, 1, 7, 1, 8, 0, 0, 4, 3, 2, 9, 8, 6, 10, 2, 5]","[1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 2, 0, 2, 4, 3, 0, 4, 3, 7]","[3, 3, 0, 3, 4, 6, 5, 6, 3, 1, 5, 0, 0, 4, 7, 0, 0, 10, 4, 9]",23,0.5409037526350999,0.47653041085579073,10,42,26.511246458522283,2
2,"[5, 6, 1, 0, 8, 5, 10, 0, 10, 4, 7, 4, 7, 6, 8, 5, 8, 5, 6, 7]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 9, 1, 6, 3, 8, 1, 2, 8, 1, 1]","[8, 3, 4, 4, 3, 9, 9, 0, 3, 2, 0, 10, 8, 2, 3, 0, 1, 9, 6, 10]",20,0.7648558466048665,0.7110397548895016,3,54,29.344244226163553,1
24,"[1, 6, 10, 2, 6, 3, 6, 7, 7, 0, 4, 7, 10, 9, 7, 10, 2, 10, 0, 1]","[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 4, 4, 8, 5, 10, 7, 8, 3, 6, 5]","[3, 2, 4, 10, 6, 3, 4, 10, 10, 2, 3, 5, 3, 7, 4, 0, 6, 4, 1, 5]",27,0.4430352711252706,0.4434224908152565,4,27,13.14458879338538,3
4,"[7, 1, 7, 5, 3, 5, 7, 1, 6, 4, 7, 0, 8, 2, 10, 7, 3, 3, 7, 7]","[1, 0, 0, 0, 0, 2, 2, 2, 0, 0, 9, 3, 1, 10, 8, 7, 8, 5, 5, 10]","[3, 4, 2, 8, 1, 4, 3, 4, 5, 0, 9, 5, 4, 2, 9, 0, 7, 7, 6, 8]",15,0.3845398067306167,0.18996733993358533,8,37,22.627056025641686,3
4,"[8, 4, 4, 6, 10, 1, 3, 4, 8, 4, 10, 0, 3, 3, 2, 8, 0, 7, 10, 2]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 9, 4, 4, 0, 0, 5, 7, 9, 9]","[4, 2, 8, 9, 7, 6, 0, 5, 7, 5, 4, 7, 6, 7, 6, 0, 9, 6, 5, 3]",13,0.5802342966209033,0.48835470799236985,4,50,27.472063964618442,2
20,"[0, 4, 6, 6, 2, 9, 6, 4, 0, 10, 7, 0, 2, 0, 7, 1, 7, 10, 8, 10]","[0, 0, 0, 2, 2, 1, 2, 0, 0, 2, 10, 5, 2, 0, 8, 2, 0, 9, 7, 6]","[9, 3, 9, 7, 7, 10, 4, 4, 2, 3, 0, 6, 5, 4, 7, 0, 3, 0, 8, 7]",22,0.05276718380014539,0.155176118589752,4,52,25.46595758963404,4
5,"[1, 6, 0, 4, 4, 6, 3, 4, 2, 4, 4, 0, 9, 7, 0, 4, 4, 5, 0, 0]","[0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 1, 2, 10, 7, 4, 2, 8, 0, 6]","[6, 8, 8, 8, 9, 0, 1, 1, 3, 7, 1, 5, 10, 8, 3, 10, 7, 6, 0, 4]",27,0.8931936017802017,0.7448211600526556,2,50,25.937134974044163,0
24,"[8, 6, 8, 9, 4, 3, 5, 0, 9, 4, 5, 3, 5, 5, 0, 6, 2, 7, 8, 1]","[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 6, 9, 5, 2, 8, 5, 6, 0, 4, 8]","[5, 0, 4, 10, 0, 1, 8, 3, 4, 4, 7, 4, 1, 0, 5, 2, 7, 10, 5, 6]",19,0.815558374905175,0.9309525677954391,7,35,20.344755391646913,0
14,"[3, 2, 4, 2, 8, 3, 1, 0, 8, 2, 8, 10, 0, 7, 8, 3, 0, 5, 1, 3]","[1, 0, 0, 0, 1, 2, 1, 0, 2, 0, 3, 9, 1, 4, 4, 7, 7, 0, 1, 0]","[6, 6, 3, 2, 4, 3, 9, 9, 1, 0, 3, 0, 10, 9, 5, 5, 8, 4, 2, 6]",11,0.555793390513376,0.42197359780298777,2,43,23.889915065684928,2
6,"[3, 1, 1, 9, 3, 10, 8, 2, 6, 8, 1, 8, 7, 2, 10, 5, 6, 3, 2, 6]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 8, 0, 2, 4, 5, 8, 7, 5, 3, 4]","[3, 9, 5, 3, 7, 9, 0, 3, 4, 10, 5, 3, 0, 5, 6, 9, 4, 8, 9, 3]",15,0.5674168706933761,0.5703697870854503,-1,60,30.144926806161347,4
3,"[3, 6, 7, 7, 0, 8, 1, 7, 6, 8, 5, 2, 4, 5, 0, 4, 7, 10, 10, 8]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 8, 6, 0, 6, 5, 0, 5, 0, 7, 5]","[4, 3, 1, 0, 4, 0, 7, 3, 9, 0, 4, 4, 6, 3, 5, 5, 4, 3, 3, 4]",26,-0.004227362916846132,0.07463660722603652,0,36,17.811246236396794,4
20,"[5, 10, 5, 0, 3, 2, 8, 7, 7, 6, 7, 5, 5, 6, 5, 0, 4, 6, 4, 3]","[0, 0, 0, 0, 2, 0, 2, 0, 2, 1, 9, 4, 3, 7, 2, 6, 4, 4, 8, 1]","[10, 3, 8, 6, 7, 0, 4, 2, 6, 2, 7, 9, 0, 6, 7, 5, 6, 3, 8, 7]",28,0.9731443105795397,0.91014967120346,6,58,30.501542648444428,0
5,"[1, 6, 4, 6, 9, 9, 10, 4, 0, 9, 7, 8, 2, 6, 9, 4, 5, 5, 4, 3]","[0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 7, 4, 6, 1, 7, 8, 5, 8, 6, 5]","[8, 0, 5, 9, 8, 4, 8, 3, 5, 0, 3, 1, 2, 5, 5, 5, 9, 8, 9, 6]",15,0.1464917641381973,0.14419002053545285,8,24,16.22058787652452,2
13,"[1, 5, 2, 7, 9, 2, 3, 5, 0, 2, 2, 5, 8, 0, 2, 8, 0, 1, 3, 7]","[0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 9, 1, 5, 7, 2, 2, 2, 4, 9, 1]","[2, 2, 6, 3, 4, 7, 4, 2, 0, 1, 2, 7, 0, 0, 8, 10, 1, 5, 3, 0]",22,-0.034587575750029784,0.06577409326027459,7,29,18.653064904556214,4
6,"[8, 6, 3, 10, 3, 3, 7, 2, 9, 5, 3, 0, 1, 2, 7, 1, 7, 6, 7, 3]","[0, 0, 2, 0, 0, 0, 0, 1, 2, 1, 6, 5, 2, 4, 6, 5, 4, 10, 1, 7]","[0, 7, 4, 3, 4, 1, 1, 2, 3, 0, 3, 0, 10, 3, 0, 9, 1, 4, 1, 8]",16,0.5442043053546599,0.7373487468901195,9,56,31.632875010158134,1
25,"[1, 2, 5, 2, 1, 0, 1, 2, 5, 3, 6, 4, 9, 5, 3, 1, 7, 5, 1, 0]","[0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 3, 1, 10, 6, 1, 0, 6, 9, 5, 0]","[0, 6, 8, 6, 5, 7, 9, 1, 3, 0, 10, 5, 4, 5, 10, 2, 6, 1, 10, 7]",10,0.07393846959016619,0.0945789264235517,11,58,33.293425988567584,1
5,"[1, 2, 0, 1, 0, 0, 8, 0, 1, 5, 4, 1, 5, 4, 7, 4, 9, 7, 0, 6]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 1, 0, 3, 9, 2, 6, 1, 6]","[3, 7, 1, 3, 9, 4, 4, 7, 4, 0, 8, 10, 1, 4, 0, 8, 8, 8, 6, 5]",29,0.4298130667925557,0.5570219194623015,4,25,15.465940589393767,2
0,"[6, 2, 6, 1, 7, 1, 4, 3, 6, 4, 2, 4, 5, 5, 2, 7, 9, 4, 8, 10]","[0, 0, 0, 0, 0, 1, 2, 0, 2, 2, 1, 5, 3, 10, 10, 4, 3, 5, 9, 1]","[8, 4, 4, 1, 2, 7, 3, 0, 4, 6, 10, 2, 4, 6, 5, 4, 6, 0, 0, 4]",28,0.18945351657988785,0.013799442459413933,6,39,22.62145036089964,4
5,"[4, 6, 6, 8, 3, 4, 6, 1, 4, 7, 5, 1, 8, 2, 3, 3, 10, 3, 3, 10]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 8, 7, 0, 6, 2, 2, 9, 9]","[7, 1, 2, 1, 7, 9, 6, 9, 4, 0, 5, 3, 2, 4, 6, 3, 2, 7, 6, 2]",10,0.04744202637089804,0.07201544507776533,7,37,21.279140069174304,4
4,"[2, 5, 2, 2, 0, 5, 5, 9, 6, 7, 1, 2, 2, 3, 3, 3, 10, 9, 6, 5]","[2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 10, 6, 5, 8, 0, 5, 9, 4, 9]","[7, 4, 4, 3, 3, 9, 3, 8, 2, 8, 2, 3, 0, 4, 7, 8, 9, 8, 6, 9]",16,0.2992874437082971,0.3576353908260164,9,55,30.61314833273277,3
7,"[4, 10, 5, 3, 3, 0, 9, 4, 6, 4, 0, 0, 9, 6, 4, 8, 7, 10, 5, 4]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 3, 7, 6, 3, 2, 7, 0, 5]","[5, 7, 6, 1, 4, 6, 10, 4, 7, 3, 9, 5, 3, 6, 6, 5, 8, 3, 4, 6]",27,0.7636780045811199,0.904977973075588,6,38,21.7915140440049,0
10,"[4, 1, 8, 4, 4, 5, 0, 5, 5, 7, 0, 8, 6, 10, 4, 10, 9, 6, 5, 0]","[0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 3, 10, 4, 2, 1, 2, 3]","[5, 0, 2, 8, 7, 0, 9, 6, 9, 9, 5, 8, 5, 10, 7, 1, 0, 7, 3, 4]",20,0.7470297887120387,0.6507404026410203,3,39,21.275972056105545,1
15,"[1, 7, 6, 0, 7, 4, 0, 7, 7, 4, 5, 3, 3, 5, 3, 1, 2, 5, 5, 1]","[1, 0, 0, 2, 2, 2, 0, 0, 1, 0, 2, 7, 6, 1, 6, 1, 9, 0, 4, 0]","[2, 0, 6, 0, 0, 3, 7, 0, 0, 4, 3, 4, 5, 9, 4, 3, 2, 4, 8, 5]",14,0.6666521041894486,0.6866584970220515,9,59,32.91511417815936,1
1,"[10, 9, 0, 6, 2, 8, 0, 8, 1, 10, 4, 3, 1, 3, 0, 6, 0, 0, 2, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 5, 5, 3, 2, 7, 4, 5, 1, 3, 4]","[10, 9, 3, 6, 8, 4, 4, 3, 8, 2, 9, 0, 5, 0, 2, 1, 2, 1, 3, 9]",15,0.29142949591254774,0.18617336150403452,3,51,25.862004847584497,3
21,"[3, 2, 4, 9, 10, 6, 5, 0, 0, 6, 0, 6, 0, 3, 7, 6, 0, 6, 5, 5]","[0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 6, 10, 0, 4, 8, 2, 5, 0, 10, 0]","[4, 3, 2, 3, 6, 1, 2, 10, 1, 2, 1, 5, 1, 0, 1, 0, 2, 4, 0, 5]",29,0.7980506544559351,0.6235485456586041,9,36,21.117816017939816,1
11,"[1, 1, 2, 9, 4, 2, 2, 7, 0, 9, 4, 2, 4, 0, 0, 5, 10, 4, 3, 5]","[2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 9, 3, 2, 3, 7, 2, 6, 7, 7]","[4, 0, 6, 9, 7, 6, 2, 1, 1, 5, 1, 5, 10, 10, 1, 8, 1, 4, 4, 10]",12,0.9270134244264242,0.7966354336883634,11,34,21.888442807359006,0
25,"[5, 6, 8, 2, 10, 3, 5, 7, 4, 9, 0, 2, 2, 1, 10, 9, 4, 5, 7, 2]","[0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 2, 4, 5, 4, 0, 4, 6, 2, 10, 2]","[1, 8, 3, 1, 7, 10, 5, 1, 5, 0, 2, 5, 1, 3, 1, 9, 0, 9, 0, 2]",22,0.04976971139440188,-0.02039907501125345,9,20,13.66188428253731,4
9,"[0, 9, 5, 0, 4, 10, 0, 1, 3, 1, 4, 9, 5, 2, 7, 4, 10, 3, 8, 7]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 5, 4, 9, 8, 8, 9, 2, 2, 4, 5]","[7, 7, 10, 5, 6, 5, 0, 6, 0, 6, 0, 1, 5, 0, 1, 3, 8, 0, 2, 4]",23,0.05165346821329851,-0.027653601613348594,9,24,17.193053320119667,4
7,"[3, 5, 8, 1, 8, 6, 7, 0, 4, 2, 8, 3, 3, 0, 7, 3, 4, 10, 0, 10]","[0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 1, 5, 6, 8, 4, 1, 8, 0, 1, 0]","[6, 8, 4, 3, 5, 6, 3, 8, 5, 7, 4, 6, 6, 1, 1, 5, 0, 9, 8, 2]",11,0.104880061780391,0.1759966928345984,9,32,21.214254544580236,4
18,"[6, 2, 4, 6, 4, 4, 3, 8, 5, 0, 3, 7, 1, 4, 4, 0, 5, 6, 6, 5]","[0, 0, 2, 2, 1, 1, 0, 0, 0, 1, 9, 5, 9, 1, 7, 7, 9, 5, 2, 7]","[5, 5, 6, 0, 0, 4, 1, 9, 4, 0, 5, 9, 9, 2, 2, 1, 1, 4, 0, 9]",17,0.03817599624746489,0.028728094090985843,8,60,34.28464127366036,4
0,"[10, 3, 0, 7, 2, 6, 3, 3, 8, 8, 3, 1, 2, 2, 7, 8, 0, 2, 3, 3]","[2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2, 8, 3, 2, 2, 0, 10, 5, 0, 5]","[8, 0, 6, 3, 9, 7, 7, 7, 0, 7, 2, 0, 4, 4, 2, 0, 10, 7, 3, 1]",25,0.6733499547679812,0.7451359367177681,7,37,21.063998238094317,1
4,"[10, 9, 10, 8, 9, 2, 4, 2, 3, 9, 9, 5, 6, 0, 6, 6, 9, 6, 1, 8]","[1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 4, 3, 1, 0, 9, 5, 0, 4, 4, 6]","[6, 3, 6, 6, 6, 2, 0, 5, 3, 7, 4, 3, 7, 8, 5, 2, 6, 7, 9, 6]",20,0.16148935219803315,0.07962349705487898,12,25,17.440109278945414,4
0,"[5, 6, 6, 7, 7, 7, 7, 3, 7, 4, 2, 7, 7, 8, 9, 8, 8, 6, 6, 0]","[1, 0, 1, 0, 0, 2, 0, 0, 1, 1, 6, 1, 6, 2, 8, 1, 3, 5, 6, 7]","[8, 6, 4, 0, 10, 5, 1, 0, 9, 10, 1, 1, 3, 2, 8, 4, 10, 1, 3, 0]",23,0.03223773924909931,0.13418751375049423,12,47,27.73054351456613,2
19,"[8, 7, 7, 1, 4, 6, 7, 6, 5, 2, 2, 6, 5, 0, 0, 0, 2, 1, 6, 3]","[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 2, 4, 5, 6, 6, 8, 9, 0]","[0, 5, 10, 7, 2, 8, 3, 7, 1, 4, 2, 5, 3, 7, 9, 6, 4, 1, 8, 4]",21,0.486248756166128,0.5768215030174637,4,45,24.578871006404594,2
