sector,s_activas,afinidad_t,afinidad_m,t_min,t_max,t_avg,clase_fatiga,t_skills_0,m_skills_0,s_skills_0
3,14,0.5362982470877609,0.4284096788655686,2,51,26.5,2,"[5, 2, 2, 8, 2, 6, 1, 8, 8, 6, 9, 8, 1, 8, 1, 4, 9, 2, 9, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 8, 6, 7, 6, 0, 5, 7, 9]","[0, 9, 4, 2, 2, 1, 0, 3, 4, 0, 8, 5, 0, 4, 6, 2, 3, 8, 1, 5]"
14,20,0.6170067226153314,0.7655675021811728,5,44,24.5,1,"[1, 9, 1, 7, 9, 9, 3, 0, 4, 1, 7, 4, 0, 3, 4, 6, 9, 6, 8, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5, 4, 1, 0, 4, 2, 2]","[1, 3, 0, 4, 2, 6, 3, 6, 1, 6, 8, 4, 6, 7, 1, 7, 6, 7, 9, 8]"
1,18,0.1640615809998808,0.0183519503152803,7,41,24.0,4,"[7, 9, 0, 0, 3, 5, 5, 1, 9, 4, 5, 0, 7, 8, 1, 7, 9, 3, 3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 7, 4, 6, 8, 9, 8, 8]","[9, 7, 0, 9, 1, 7, 3, 6, 3, 7, 9, 4, 1, 1, 7, 4, 2, 5, 8, 9]"
0,15,0.5179124377314248,0.5317439627998627,5,36,20.5,2,"[3, 1, 6, 0, 0, 6, 3, 3, 3, 1, 0, 6, 8, 9, 7, 2, 0, 2, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 2, 7, 8, 4, 4, 2, 0, 0]","[8, 9, 5, 4, 5, 7, 0, 8, 3, 1, 9, 8, 5, 3, 9, 7, 7, 3, 3, 6]"
21,17,0.0347517750418776,0.0397177534727408,5,29,17.0,4,"[2, 0, 2, 7, 4, 8, 3, 0, 0, 0, 3, 7, 3, 9, 1, 4, 7, 2, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 8, 6, 8, 8, 8, 6, 9]","[9, 1, 0, 8, 1, 1, 2, 0, 8, 1, 6, 5, 5, 3, 0, 4, 7, 7, 2, 8]"
9,18,0.7088284055147205,0.7476186629320032,7,30,18.5,1,"[1, 0, 1, 5, 6, 7, 4, 3, 7, 6, 5, 6, 1, 2, 9, 0, 7, 2, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 5, 9, 8, 8, 2, 0, 2, 1]","[3, 1, 9, 4, 8, 0, 0, 5, 0, 5, 8, 0, 1, 6, 8, 9, 6, 9, 1, 4]"
18,15,0.2407718059464899,0.3138161987175992,10,49,29.5,3,"[2, 5, 7, 5, 0, 2, 8, 9, 2, 9, 2, 9, 2, 6, 5, 6, 8, 9, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 3, 4, 3, 0, 4, 4, 4, 6]","[2, 5, 6, 5, 6, 9, 7, 7, 6, 5, 2, 0, 6, 5, 4, 3, 3, 5, 4, 9]"
23,12,0.7055359950734525,0.6531570816099792,5,36,20.5,1,"[2, 1, 9, 1, 6, 4, 8, 0, 3, 4, 7, 0, 3, 4, 0, 2, 6, 1, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 7, 2, 7, 0, 4, 0, 1]","[1, 5, 5, 9, 9, 4, 4, 5, 6, 7, 6, 0, 5, 7, 7, 3, 2, 9, 9, 0]"
10,15,0.5140137594152963,0.5543385317919168,5,55,30.0,2,"[0, 0, 5, 9, 6, 2, 4, 6, 8, 8, 2, 5, 7, 1, 2, 9, 1, 6, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 7, 2, 9, 5, 2, 0, 4, 0]","[8, 8, 5, 2, 2, 9, 4, 7, 9, 2, 8, 4, 6, 2, 7, 2, 1, 3, 0, 3]"
15,24,0.9928862728992168,0.8118523620264039,4,24,14.0,0,"[7, 0, 1, 0, 7, 8, 1, 7, 4, 9, 3, 5, 3, 5, 6, 2, 0, 8, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 3, 3, 3, 3, 7, 5, 4, 9]","[5, 4, 2, 4, 2, 5, 4, 2, 8, 0, 0, 7, 1, 3, 3, 1, 8, 4, 4, 2]"
25,27,0.0234557762664369,0.1643240051583043,5,26,15.5,4,"[7, 9, 1, 3, 3, 4, 9, 2, 4, 5, 8, 1, 9, 2, 9, 3, 7, 5, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 2, 9, 1, 8, 7, 0, 9, 2]","[7, 5, 3, 8, 9, 7, 2, 5, 4, 5, 0, 5, 7, 8, 0, 7, 0, 6, 8, 9]"
21,23,0.6634140078446704,0.7169108464321532,4,33,18.5,1,"[8, 1, 1, 4, 9, 9, 4, 1, 6, 4, 7, 7, 5, 2, 4, 5, 8, 5, 4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 4, 2, 4, 5, 9, 4, 0]","[7, 6, 0, 3, 6, 3, 9, 0, 7, 0, 9, 4, 8, 8, 4, 0, 4, 9, 8, 5]"
22,28,0.6022261299536662,0.7225721281078985,2,36,19.0,1,"[2, 4, 1, 5, 8, 2, 9, 4, 5, 6, 4, 9, 6, 1, 4, 2, 7, 2, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 4, 7, 0, 7, 0, 9, 3, 9]","[5, 8, 7, 6, 0, 9, 0, 7, 7, 4, 9, 9, 1, 0, 8, 0, 6, 4, 9, 8]"
0,19,0.4729673181054044,0.4381352263502305,2,56,29.0,2,"[8, 3, 0, 3, 3, 6, 5, 9, 4, 4, 9, 6, 3, 1, 1, 3, 2, 6, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 8, 6, 2, 2, 5, 6, 9, 6]","[9, 4, 1, 4, 5, 7, 7, 2, 9, 7, 2, 4, 7, 3, 4, 2, 9, 6, 8, 2]"
1,23,0.578363272717807,0.5238757879005216,10,43,26.5,2,"[5, 7, 4, 9, 2, 3, 5, 0, 8, 1, 0, 3, 3, 2, 7, 8, 6, 9, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 5, 0, 5, 3, 5]","[5, 4, 1, 3, 5, 6, 6, 5, 5, 0, 6, 1, 0, 3, 8, 0, 0, 8, 6, 9]"
2,20,0.698817079441741,0.7202921825308337,4,54,29.0,1,"[7, 8, 0, 1, 9, 5, 9, 1, 8, 5, 6, 3, 6, 5, 8, 4, 6, 7, 4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 6, 1, 8, 1, 3, 8, 3, 1]","[6, 4, 3, 4, 4, 8, 9, 1, 5, 4, 2, 9, 8, 0, 5, 0, 1, 9, 8, 9]"
24,27,0.3898043075897034,0.3282557764602049,2,25,13.5,3,"[0, 6, 8, 0, 5, 3, 8, 8, 7, 0, 2, 7, 8, 7, 6, 8, 2, 9, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 7, 5, 8, 7, 7, 1, 8, 5]","[4, 2, 5, 9, 8, 1, 6, 8, 8, 0, 1, 5, 5, 6, 6, 0, 8, 2, 1, 5]"
4,15,0.2843704325507538,0.2270511737885046,8,36,22.0,3,"[7, 2, 9, 3, 5, 4, 6, 1, 4, 4, 7, 0, 7, 0, 8, 7, 4, 1, 6, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 2, 8, 7, 8, 6, 5, 7, 9]","[3, 2, 4, 9, 2, 3, 1, 5, 7, 0, 8, 4, 4, 0, 7, 1, 7, 5, 5, 8]"
4,13,0.5455474568795596,0.4722356133019688,4,52,28.0,2,"[9, 2, 4, 8, 8, 1, 1, 5, 7, 6, 8, 1, 3, 4, 4, 8, 2, 9, 8, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 5, 6, 1, 2, 3, 6, 8, 7]","[3, 4, 8, 8, 7, 4, 0, 6, 7, 6, 3, 6, 6, 8, 8, 1, 9, 4, 4, 2]"
20,22,0.0862396786787156,0.0893225678118651,2,51,26.5,4,"[1, 3, 8, 8, 1, 8, 5, 5, 0, 9, 6, 0, 3, 2, 8, 0, 8, 8, 8, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 2, 1, 7, 1, 1, 7, 5, 6]","[7, 2, 7, 9, 6, 9, 2, 3, 2, 2, 1, 4, 7, 3, 6, 1, 4, 2, 6, 6]"
5,27,0.8829591025920283,0.8164126222089212,2,49,25.5,0,"[3, 8, 0, 5, 4, 8, 2, 6, 1, 6, 6, 1, 8, 6, 0, 3, 5, 4, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 6, 6, 1, 7, 0, 5]","[6, 6, 8, 8, 9, 2, 0, 1, 4, 7, 0, 5, 8, 6, 4, 9, 6, 8, 0, 5]"
24,19,0.8906239931288452,0.8774148614632548,8,34,21.0,0,"[6, 7, 9, 7, 2, 1, 4, 0, 9, 4, 4, 1, 6, 3, 2, 5, 4, 5, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 4, 3, 6, 4, 7, 2, 2, 6]","[4, 0, 2, 8, 0, 1, 8, 1, 2, 4, 9, 5, 0, 0, 7, 2, 5, 9, 3, 8]"
14,11,0.5795184540120538,0.4213587752249504,1,45,23.0,2,"[4, 2, 5, 0, 6, 5, 0, 0, 7, 2, 8, 8, 2, 6, 9, 2, 0, 6, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 2, 5, 2, 5, 6, 1, 2, 0]","[7, 6, 2, 4, 3, 2, 8, 8, 1, 1, 3, 0, 8, 8, 5, 7, 9, 5, 2, 5]"
6,15,0.5799406154978038,0.4994290793508616,1,59,30.0,2,"[4, 2, 3, 7, 3, 8, 7, 1, 4, 9, 0, 6, 8, 0, 9, 4, 8, 3, 1, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 4, 5, 4, 7, 6, 4, 3, 2]","[2, 9, 5, 4, 6, 9, 1, 3, 3, 9, 7, 5, 1, 7, 7, 8, 6, 6, 9, 3]"
3,26,0.0475598942914133,0.1453646882656192,1,36,18.5,4,"[1, 7, 6, 9, 0, 6, 1, 8, 6, 7, 4, 1, 5, 3, 0, 3, 8, 9, 8, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 1, 7, 5, 1, 5, 1, 8, 4]","[2, 4, 0, 0, 2, 1, 5, 5, 8, 2, 4, 2, 4, 1, 6, 4, 6, 2, 3, 6]"
20,28,0.907306237257362,0.8598472031902438,6,56,31.0,0,"[3, 9, 5, 1, 3, 4, 7, 9, 5, 6, 7, 6, 7, 4, 3, 0, 3, 8, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 3, 5, 3, 8, 6, 3, 7, 1]","[8, 5, 8, 5, 6, 1, 2, 4, 6, 0, 8, 7, 0, 4, 9, 6, 8, 4, 6, 7]"
5,15,0.1428497535797198,0.1423269257521238,9,24,16.5,4,"[1, 6, 4, 4, 7, 7, 9, 3, 0, 8, 6, 7, 2, 4, 7, 5, 6, 3, 3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 8, 2, 7, 8, 6, 6, 7, 4]","[8, 0, 5, 7, 6, 6, 6, 5, 6, 0, 3, 2, 4, 4, 3, 4, 8, 8, 8, 7]"
13,22,0.0046828064702806,0.1510606979326995,8,29,18.5,4,"[0, 7, 1, 8, 9, 3, 4, 5, 0, 4, 4, 7, 7, 1, 2, 6, 1, 3, 3, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 8, 3, 2, 0, 3, 9, 0]","[3, 3, 8, 1, 2, 8, 5, 4, 1, 0, 4, 7, 0, 0, 7, 9, 3, 7, 4, 0]"
6,16,0.6215044082062944,0.7244635743209505,7,54,30.5,1,"[7, 4, 2, 9, 2, 4, 6, 2, 7, 7, 3, 1, 0, 4, 5, 1, 9, 7, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 4, 5, 5, 4, 5, 9, 1, 7]","[2, 9, 2, 5, 5, 3, 3, 1, 3, 0, 1, 2, 8, 5, 0, 9, 1, 3, 3, 9]"
25,10,0.1676908475073541,0.0516985817038792,10,58,34.0,4,"[1, 0, 6, 0, 0, 1, 1, 2, 7, 1, 4, 4, 9, 4, 1, 3, 6, 4, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 9, 8, 3, 0, 5, 7, 3, 0]","[0, 5, 8, 7, 5, 7, 9, 3, 5, 2, 9, 3, 5, 7, 9, 1, 5, 2, 9, 8]"
5,29,0.4798415475492634,0.5362492453022193,6,25,15.5,2,"[2, 2, 0, 0, 1, 1, 7, 0, 1, 4, 3, 3, 6, 3, 5, 2, 9, 5, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 4, 8, 1, 8, 1, 5]","[1, 5, 1, 1, 8, 5, 3, 7, 3, 0, 7, 8, 2, 2, 0, 7, 8, 8, 5, 7]"
0,28,0.1489497219145948,0.0934508355807582,4,41,22.5,4,"[6, 4, 4, 3, 6, 3, 3, 4, 7, 3, 2, 3, 5, 4, 2, 9, 7, 4, 7, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 8, 9, 2, 2, 7, 9, 2]","[9, 5, 5, 1, 2, 7, 2, 1, 3, 5, 9, 4, 2, 8, 7, 5, 5, 1, 1, 3]"
5,10,0.0312781228596562,0.1204985778922949,8,35,21.5,4,"[2, 8, 7, 8, 2, 4, 5, 2, 2, 5, 6, 0, 6, 0, 5, 2, 8, 4, 4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 7, 3, 4, 9, 7]","[6, 2, 0, 1, 5, 9, 6, 7, 5, 0, 3, 2, 4, 2, 5, 4, 3, 9, 8, 3]"
4,16,0.3249100503014025,0.3390652156030629,7,54,30.5,3,"[2, 7, 1, 4, 0, 4, 7, 7, 7, 8, 2, 3, 0, 5, 4, 2, 9, 7, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 4, 3, 6, 0, 6, 8, 3, 8]","[7, 3, 5, 5, 5, 8, 1, 6, 4, 7, 3, 3, 1, 3, 7, 6, 8, 8, 4, 8]"
7,27,0.8225811904734998,0.9497193118396928,6,37,21.5,0,"[4, 8, 5, 5, 4, 1, 9, 5, 7, 3, 0, 0, 9, 6, 5, 9, 8, 9, 7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 9, 4, 5, 3, 8, 2, 5]","[5, 5, 5, 3, 5, 8, 9, 2, 8, 5, 8, 5, 3, 4, 8, 7, 8, 3, 3, 4]"
10,20,0.7052291160039388,0.673969830181589,5,38,21.5,1,"[3, 1, 7, 6, 4, 7, 2, 3, 4, 6, 1, 8, 5, 9, 4, 8, 7, 4, 4, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9, 2, 0, 1, 2, 2]","[7, 1, 0, 6, 6, 1, 8, 5, 8, 7, 4, 6, 3, 9, 7, 3, 1, 6, 1, 3]"
15,14,0.6676550999931583,0.694836183977141,10,57,33.5,1,"[0, 6, 4, 0, 7, 3, 2, 7, 9, 5, 4, 1, 4, 5, 5, 2, 3, 5, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 1, 5, 3, 7, 1, 4, 0]","[0, 2, 8, 2, 0, 3, 9, 1, 0, 3, 3, 6, 5, 7, 2, 2, 4, 4, 6, 5]"
1,15,0.2362460980580265,0.2912452914131512,2,50,26.0,3,"[9, 8, 1, 6, 3, 7, 0, 8, 2, 8, 4, 1, 2, 1, 2, 4, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 0, 6, 2, 5, 0, 1, 6]","[8, 9, 1, 4, 8, 5, 6, 2, 7, 1, 8, 0, 6, 1, 1, 2, 2, 2, 2, 8]"
21,29,0.7892821955918454,0.6722468167113466,7,35,21.0,1,"[3, 2, 5, 9, 9, 6, 6, 1, 0, 5, 1, 8, 2, 4, 6, 7, 1, 6, 6, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 2, 6, 9, 0, 7, 1, 9, 0]","[2, 3, 3, 4, 6, 2, 0, 8, 2, 4, 2, 4, 2, 0, 1, 1, 4, 3, 0, 4]"
11,12,0.986177175854283,0.8426278185687017,10,33,21.5,0,"[0, 0, 3, 7, 5, 3, 4, 8, 1, 7, 2, 2, 5, 0, 0, 4, 9, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 2, 2, 3, 7, 1, 4, 5, 7]","[6, 2, 5, 8, 6, 4, 4, 1, 0, 7, 3, 5, 8, 9, 3, 8, 2, 6, 6, 9]"
25,22,0.0201070556501403,0.0078815825711645,7,20,13.5,4,"[4, 5, 7, 1, 9, 1, 5, 6, 6, 7, 0, 0, 3, 3, 8, 7, 6, 4, 9, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 2, 1, 6, 8, 0, 8, 0]","[2, 9, 5, 1, 6, 9, 3, 0, 6, 1, 0, 3, 3, 1, 2, 9, 1, 8, 0, 3]"
9,23,0.0276238717614431,0.0376594458114569,10,25,17.5,4,"[1, 8, 4, 0, 2, 9, 0, 3, 1, 2, 6, 9, 7, 1, 5, 6, 9, 3, 9, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8, 8, 9, 8, 0, 4, 6, 7]","[8, 5, 9, 7, 5, 4, 0, 6, 1, 6, 1, 2, 4, 0, 3, 2, 9, 2, 0, 2]"
7,11,0.1647791317173955,0.1637958459638873,8,34,21.0,4,"[1, 3, 7, 3, 9, 5, 9, 0, 3, 0, 8, 5, 1, 0, 8, 4, 3, 9, 0, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 4, 6, 5, 1, 6, 1, 0, 0]","[6, 6, 5, 2, 3, 5, 5, 6, 6, 8, 4, 4, 7, 1, 2, 7, 1, 7, 8, 3]"
18,17,0.0837158231543054,0.0415852125573477,10,58,34.0,4,"[8, 1, 5, 7, 6, 4, 2, 8, 3, 1, 4, 5, 3, 3, 3, 0, 3, 5, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 9, 2, 9, 5, 9, 3, 3, 5]","[4, 4, 6, 2, 0, 4, 2, 9, 4, 2, 5, 8, 7, 3, 2, 1, 1, 5, 0, 7]"
0,25,0.7496297207751736,0.778326536784097,9,35,22.0,1,"[9, 4, 0, 7, 3, 7, 1, 3, 9, 6, 3, 3, 3, 3, 6, 8, 0, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 3, 2, 0, 9, 6, 0, 3]","[6, 1, 8, 1, 9, 5, 8, 8, 2, 7, 3, 1, 5, 3, 4, 0, 9, 8, 1, 0]"
4,20,0.1654243180462289,0.0849931875765055,10,25,17.5,4,"[9, 8, 8, 7, 7, 2, 4, 0, 2, 7, 8, 6, 7, 1, 4, 7, 9, 6, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 8, 7, 0, 5, 4, 8]","[5, 2, 5, 5, 8, 0, 0, 5, 2, 6, 4, 5, 6, 8, 6, 0, 5, 5, 8, 4]"
0,23,0.1109858847794539,0.1438455592267536,10,45,27.5,4,"[3, 8, 8, 5, 6, 6, 9, 5, 7, 3, 1, 7, 6, 8, 8, 8, 8, 6, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 6, 1, 4, 6, 5, 7]","[7, 7, 2, 1, 9, 6, 1, 0, 9, 9, 3, 3, 5, 0, 8, 5, 9, 3, 3, 1]"
19,21,0.50664414060552,0.567163588874508,3,44,23.5,2,"[8, 9, 5, 0, 3, 5, 9, 8, 6, 3, 4, 8, 6, 0, 0, 2, 4, 2, 8, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 2, 3, 5, 5, 6, 7, 0]","[0, 5, 9, 7, 2, 9, 2, 6, 0, 5, 3, 5, 2, 8, 7, 4, 6, 1, 8, 3]"
14,20,0.8072176772745018,0.955208028473507,4,24,14.0,0,"[5, 6, 5, 8, 0, 4, 3, 6, 1, 8, 7, 3, 2, 8, 6, 4, 2, 9, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 5, 1, 5, 6, 9, 2, 5]","[3, 9, 5, 2, 2, 3, 9, 6, 6, 1, 7, 7, 1, 0, 2, 3, 6, 6, 6, 4]"
20,11,0.8414627918895016,0.9302718260854416,10,39,24.5,0,"[6, 7, 3, 8, 3, 3, 4, 2, 9, 9, 1, 4, 8, 4, 9, 5, 6, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 2, 5, 6, 5, 4, 7, 0]","[5, 7, 5, 9, 0, 8, 8, 2, 8, 7, 8, 2, 2, 7, 4, 3, 9, 8, 6, 5]"
5,20,0.307169408313206,0.3648669828094033,2,56,29.0,3,"[1, 3, 5, 3, 9, 9, 1, 2, 7, 9, 2, 4, 4, 6, 0, 1, 1, 4, 6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 2, 5, 9, 7, 1, 6, 1, 6]","[7, 9, 0, 7, 1, 1, 5, 8, 0, 5, 5, 1, 1, 2, 5, 7, 4, 1, 3, 0]"
0,20,0.1520858472347414,0.127075393363167,7,31,19.0,4,"[9, 9, 3, 0, 6, 7, 3, 1, 4, 3, 5, 5, 4, 5, 8, 2, 6, 1, 1, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 2, 7, 0, 9, 7, 0, 4, 3]","[9, 8, 5, 1, 7, 1, 6, 9, 0, 3, 4, 1, 1, 5, 6, 9, 6, 0, 8, 4]"
10,22,0.5581033706608031,0.4120208106035362,8,55,31.5,2,"[0, 5, 4, 6, 1, 9, 6, 8, 0, 9, 9, 2, 2, 1, 8, 3, 6, 6, 3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 2, 8, 5, 1, 5, 2, 6, 7]","[6, 8, 3, 7, 2, 9, 8, 6, 5, 3, 5, 3, 6, 9, 7, 1, 4, 0, 6, 0]"
14,15,0.2441871206461596,0.2163687534110829,4,30,17.0,3,"[6, 9, 7, 3, 5, 8, 0, 3, 4, 2, 4, 7, 1, 3, 7, 2, 9, 9, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 0, 0, 8, 3, 3, 8, 9]","[2, 9, 2, 1, 0, 0, 8, 6, 0, 6, 4, 5, 2, 9, 3, 5, 7, 4, 5, 6]"
25,26,0.506534020999396,0.531722694533471,8,36,22.0,2,"[7, 6, 5, 6, 2, 4, 0, 0, 9, 1, 1, 1, 6, 8, 3, 7, 4, 5, 5, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 4, 2, 1, 1, 4, 1, 6]","[6, 6, 1, 7, 9, 7, 7, 0, 5, 0, 1, 4, 1, 0, 0, 3, 7, 8, 8, 7]"
7,14,0.8147319105880709,0.8363734112850539,4,52,28.0,0,"[1, 3, 4, 0, 3, 9, 9, 8, 4, 0, 7, 8, 4, 2, 5, 2, 4, 6, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 9, 4, 1, 1, 1, 5, 6]","[6, 1, 4, 5, 9, 5, 8, 5, 5, 7, 6, 4, 9, 4, 2, 6, 4, 6, 0, 4]"
1,15,0.4463091634767411,0.4151965272956817,8,37,22.5,2,"[3, 9, 7, 8, 5, 4, 3, 7, 0, 8, 9, 4, 3, 8, 8, 5, 3, 2, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 2, 5, 4, 9, 7, 8, 8]","[6, 4, 7, 1, 1, 4, 3, 6, 2, 3, 0, 2, 3, 2, 3, 4, 2, 9, 0, 4]"
9,27,0.3500300275541295,0.2202443038053537,9,29,19.0,3,"[5, 1, 4, 5, 4, 6, 5, 5, 0, 3, 0, 9, 2, 7, 8, 9, 9, 4, 8, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 2, 5, 8, 5, 9, 2, 8, 7]","[7, 0, 5, 6, 8, 7, 0, 4, 5, 4, 0, 8, 6, 6, 3, 3, 0, 1, 7, 0]"
7,23,0.1116735996313251,0.1675687047805336,8,27,17.5,4,"[0, 5, 5, 5, 5, 2, 6, 1, 9, 2, 0, 1, 7, 6, 9, 6, 2, 9, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9, 2, 5, 2, 1, 8, 1, 8]","[2, 7, 7, 7, 4, 8, 3, 9, 9, 2, 6, 0, 4, 5, 3, 3, 9, 6, 4, 0]"
14,28,0.4415319850169127,0.5353603848838472,1,45,23.0,2,"[3, 5, 0, 2, 0, 2, 4, 0, 0, 9, 8, 4, 4, 2, 1, 9, 5, 0, 1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 6, 7, 0, 9, 0, 3, 9, 4]","[9, 9, 4, 7, 9, 5, 6, 2, 9, 1, 4, 0, 6, 7, 5, 5, 6, 7, 6, 2]"
1,10,0.2088189664366289,0.2497280399973355,6,22,14.0,3,"[3, 0, 6, 1, 1, 8, 6, 1, 1, 5, 1, 1, 4, 7, 5, 5, 0, 2, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9, 4, 5, 4, 9, 2, 4, 3]","[4, 5, 4, 0, 7, 4, 6, 5, 7, 2, 4, 2, 4, 5, 5, 5, 0, 3, 6, 2]"
18,12,0.0544527942158596,0.0251017138189935,5,39,22.0,4,"[6, 1, 8, 3, 9, 4, 8, 0, 9, 3, 3, 8, 7, 1, 3, 0, 9, 9, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 8, 8, 2, 1, 3, 4, 9, 1]","[0, 7, 4, 1, 0, 2, 5, 6, 5, 0, 9, 0, 5, 3, 8, 5, 2, 9, 0, 7]"
24,26,0.2835808720980349,0.225060680918073,1,34,17.5,3,"[8, 6, 0, 7, 1, 9, 9, 5, 3, 6, 4, 8, 3, 6, 4, 7, 4, 3, 9, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 1, 0, 4, 1, 1, 6, 1, 6]","[5, 4, 9, 6, 0, 5, 7, 0, 7, 5, 5, 5, 3, 5, 3, 0, 0, 6, 3, 3]"
3,24,0.7605915183400466,0.7167936345966723,4,24,14.0,1,"[3, 6, 9, 8, 0, 3, 9, 0, 5, 4, 1, 1, 7, 5, 3, 8, 2, 6, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 3, 3, 7, 9, 5, 5, 6, 5]","[4, 1, 1, 3, 6, 4, 3, 5, 5, 4, 0, 5, 0, 9, 3, 1, 8, 3, 6, 7]"
