Cluster,Occupation,Task Description
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Evaluar las operaciones industriales para verificar el cumplimiento de permisos o regulaciones relacionadas con la generación, almacenamiento, tratamiento, transporte o disposición de materiales o desechos peligrosos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Cumplir con todas las regulaciones, políticas y procedimientos aplicables para el cumplimiento de la salud, la seguridad y el medio ambiente.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Analizar, estimar o informar costos de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Ayudar a los ingenieros a desarrollar, construir o probar prototipos o nuevos productos, procesos o procedimientos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Calibre o ajuste el equipo para garantizar una producción de calidad, utilizando herramientas como calibradores, micrómetros, medidores de altura, transportadores o calibres de anillo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Realizar estudios estadísticos para analizar o comparar costos de producción de diseños sustentables y no sustentables.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Coordinar compras, instalaciones o traslados de equipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Cree o interprete dibujos de ingeniería, diagramas esquemáticos, fórmulas o planos para el personal administrativo o de ingeniería.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Diseñar diseños de plantas o instalaciones de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Desarrollar infraestructura de fabricación para integrar o implementar nuevos procesos de fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Desarrollar o implementar programas para abordar problemas relacionados con la producción, los materiales, la seguridad o la calidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Desarrollar programas de producción, inventario o control de calidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Desarrollar tecnologías de fabricación sostenibles para reducir las emisiones de gases de efecto invernadero, minimizar el uso de materias primas, reemplazar materiales tóxicos por materiales no tóxicos, reemplazar materiales no renovables por materiales renovables o reducir los residuos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Identificar oportunidades de mejora en la calidad, el costo o la eficiencia de los equipos de automatización.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Monitorear y ajustar los procesos o equipos de producción para lograr calidad y productividad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Supervisar la puesta en marcha, caracterización, calificación o liberación de los equipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Supervisar o inspeccionar los procesos de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Prepare diseños, dibujos o bocetos de maquinaria o equipo, como herramientas de taller, diseños a escala o diseño de equipos nuevos, utilizando equipos de dibujo o software de diseño asistido por computadora (CAD).
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Prepare documentos de producción, como procedimientos operativos estándar, registros de lotes de fabricación, informes de inventario o informes de productividad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Proporcionar asesoramiento o formación a otros técnicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Recomendar acciones correctivas o preventivas para asegurar o mejorar la calidad o confiabilidad del producto.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Seleccione materiales, herramientas o equipos de limpieza.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Seleccione las cantidades de material o los métodos de procesamiento necesarios para lograr una producción eficiente.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Tecnólogos y Técnicos en Ingeniería Industrial,"Configurar y operar equipos de producción de acuerdo con las buenas prácticas de fabricación y los procedimientos operativos estándar vigentes.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Estimar los costos de producción, los métodos de ahorro de costos y los efectos de los cambios en el diseño del producto sobre los gastos para la revisión, acción y control de la gestión.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Planificar y establecer una secuencia de operaciones para fabricar y ensamblar piezas o productos y promover una utilización eficiente.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Analizar datos estadísticos y especificaciones de productos para determinar estándares y establecer objetivos de calidad y confiabilidad del producto terminado.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Consultar con clientes, proveedores, personal y personal administrativo sobre compras, especificaciones de productos y producción, capacidades de fabricación o estado del proyecto.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Comunicarse con la administración y el personal de usuarios para desarrollar estándares de producción y diseño.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Evaluar la precisión y exactitud de los equipos de producción y prueba y los dibujos de ingeniería para formular un plan de acciones correctivas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Recomendar métodos para mejorar la utilización del personal, el material y los servicios públicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Registrar o supervisar el registro de información para garantizar la vigencia de los dibujos de ingeniería y la documentación de los problemas de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Redactar y diseñar el diseño de equipos, materiales y espacio de trabajo para ilustrar la máxima eficiencia utilizando herramientas de dibujo y computadora.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Trabajadores directos involucrados en actividades de medición, inspección y prueba de productos para garantizar el control de calidad y la confiabilidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Desarrollar métodos de fabricación, estándares de utilización de mano de obra y sistemas de análisis de costos para promover la utilización eficiente del personal y las instalaciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Revisar cronogramas de producción, especificaciones de ingeniería, pedidos e información relacionada para obtener conocimientos sobre los métodos, procedimientos y actividades de fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Informes completos de producción, órdenes de compra y listas de materiales, herramientas y equipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Coordinar e implementar objetivos, actividades o procedimientos de control de calidad para resolver problemas de producción, maximizar la confiabilidad del producto o minimizar costos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Implementar métodos y procedimientos para la disposición de material discrepante y piezas defectuosas o dañadas, y evaluar costos y responsabilidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Aplicar métodos estadísticos y realizar cálculos matemáticos para determinar los procesos de fabricación, los requisitos de personal y los estándares de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Estudie la secuencia de operaciones, el flujo de materiales, las declaraciones funcionales, los organigramas y la información del proyecto para determinar las funciones y responsabilidades de los trabajadores.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Formular procedimientos y diseños de muestreo y desarrollar formularios e instrucciones para registrar, evaluar y reportar datos de calidad y confiabilidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Regule y modifique los cronogramas de flujo de trabajo de acuerdo con las secuencias de fabricación establecidas y los plazos de entrega para acelerar las operaciones de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Industriales,"Programe entregas en función de pronósticos de producción, sustituciones de materiales, instalaciones de almacenamiento y manipulación y requisitos de mantenimiento.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Elaborar representaciones gráficas o dibujos de planos o diseños propuestos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Consultar con clientes, personal de ingeniería o arquitectos sobre proyectos paisajísticos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Integre características del terreno o paisajismo existentes en los diseños.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Inspeccionar el trabajo de jardinería para garantizar el cumplimiento de las especificaciones, evaluar la calidad de los materiales o el trabajo, o asesorar a los clientes o al personal de construcción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Analice datos sobre condiciones como la ubicación del sitio, el drenaje o la ubicación de la estructura para informes ambientales o planes de paisajismo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Desarrollar materiales, propuestas o presentaciones de marketing para generar nuevas oportunidades laborales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Gestionar el trabajo de los subcontratistas para garantizar el control de calidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Presentar planes o diseños de proyectos a las partes interesadas públicas, como agencias gubernamentales o grupos comunitarios.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Preparar planos de sitio, especificaciones o estimaciones de costos para el desarrollo de terrenos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Cree paisajes que minimicen el consumo de agua, por ejemplo incorporando pastos resistentes a la sequía o plantas autóctonas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Desarrollar planes de plantación para ayudar a los clientes a cultivar un jardín de manera productiva o para lograr efectos estéticos particulares.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Colabore con estimadores para calcular el costo de proyectos, crear planes de proyectos o coordinar ofertas de contratistas de jardinería.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Inspeccionar los sitios propuestos para identificar elementos estructurales de áreas terrestres u otra información importante del sitio, como la condición del suelo, el paisajismo existente o la proximidad de las instalaciones de manejo del agua.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Colaborar con arquitectos o profesionales relacionados en el diseño completo del edificio para maximizar las características estéticas de las estructuras o el terreno circundante y mejorar la eficiencia energética.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Prepare dibujos conceptuales, gráficos u otras representaciones visuales de áreas terrestres para mostrar el crecimiento o desarrollo previsto de las áreas terrestres a lo largo del tiempo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Diseñar e integrar sistemas de recolección de agua de lluvia o de aguas grises y recuperadas para conservar agua en diseños de edificios o terrenos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Investigue los últimos productos, tecnologías o tendencias de diseño para mantenerse actualizado en el campo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Proporcionar consultas de seguimiento a los clientes para garantizar que los diseños de paisajes maduren o se desarrollen según lo planeado.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Arquitectos paisajistas,"Identifique y seleccione materiales sostenibles apropiados para su uso en diseños de paisajes, como madera reciclada o tableros de hormigón reciclados para elementos estructurales o neumáticos reciclados para camas de parques infantiles.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Solucionar problemas de productos nuevos o existentes relacionados con diseños, materiales o procesos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Investigar o resolver problemas operativos, como variaciones en el uso de materiales o cuellos de botella.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Identificar oportunidades o implementar cambios para mejorar los procesos o productos de fabricación o para reducir costos, utilizando el conocimiento de los procesos de fabricación, herramientas y equipos de producción, métodos de ensamblaje, estándares de control de calidad o diseño de productos, materiales y piezas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Aplicar métodos de mejora continua, como la fabricación ajustada, para mejorar la calidad, la confiabilidad o la rentabilidad de la fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Proporcionar experiencia técnica o soporte relacionado con la fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Incorporar nuevos métodos o procesos de fabricación para mejorar las operaciones existentes.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Revisar los diseños de productos para verificar su capacidad de fabricación o su integridad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Determine las causas fundamentales de las fallas o recomiende cambios en diseños, tolerancias o métodos de procesamiento, utilizando procedimientos estadísticos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Preparar informes que resuman información o tendencias relacionadas con el desempeño de fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Preparar documentación para nuevos procesos de fabricación o procedimientos de ingeniería.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Diseñar la disposición de equipos o espacios de trabajo para lograr la máxima eficiencia.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Comunicar capacidades de fabricación, cronogramas de producción u otra información para facilitar los procesos de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Supervisar a técnicos, tecnólogos, analistas, personal administrativo u otros ingenieros.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Diseñar, instalar o solucionar problemas de equipos de fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Evaluar los productos fabricados según especificaciones y estándares de calidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Estimar costos, tiempos de producción o requisitos de personal para nuevos diseños.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Capacitar al personal de producción en métodos nuevos o existentes.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Diseñar pruebas de productos terminados o capacidades de proceso para establecer estándares o validar requisitos de proceso.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Analizar los impactos financieros de los procesos de fabricación sostenibles o de la fabricación de productos sostenibles.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Desarrollar tecnologías de fabricación sostenibles para reducir las emisiones de gases de efecto invernadero, minimizar el uso de materias primas, reemplazar materiales tóxicos por materiales no tóxicos, reemplazar materiales no renovables por materiales renovables o reducir los residuos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Compra de equipos, materiales o repuestos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Evaluar los procesos o prácticas de fabricación actuales o propuestos para la sostenibilidad ambiental, considerando factores como las emisiones de gases de efecto invernadero, la contaminación del aire, la contaminación del agua, el uso de energía o la creación de desechos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Lea literatura actual, hable con colegas, participe en programas educativos, asista a reuniones o talleres, o participe en organizaciones o conferencias profesionales para mantenerse al tanto de los avances en el campo de la fabricación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de fabricación,"Rediseñar el embalaje de los productos manufacturados para minimizar el uso o desperdicio de materia prima.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Diseñar casco completo y superestructura de acuerdo con especificaciones y datos de prueba, de conformidad con estándares de seguridad, eficiencia y economía.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Supervise a otros ingenieros y miembros de la tripulación y capacítelos para tareas de rutina y de emergencia.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Estudiar propuestas de diseño y especificaciones para establecer las características básicas de las embarcaciones, como tamaño, peso, velocidad, propulsión, desplazamiento y calado.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Realizar actividades de monitoreo para garantizar que los buques cumplan con las regulaciones y estándares internacionales para equipos de salvamento y prevención de la contaminación.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Supervisar la construcción y prueba del prototipo en el modelo de cuenca y desarrollar curvas seccionales y de línea de flotación del casco para establecer el centro de gravedad, la forma ideal del casco y los datos de flotabilidad y estabilidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Evaluar el desempeño de las embarcaciones durante las pruebas en muelle y en el mar para determinar los cambios de diseño y la conformidad con los estándares nacionales e internacionales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Preparar planos, estimaciones, cronogramas de diseño y construcción y especificaciones del contrato, incluidas las disposiciones especiales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Verificar, probar y mantener controles automáticos y sistemas de alarma.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Diseño del interior de la nave, incluido el espacio de carga, compartimentos de pasajeros, escaleras y ascensores.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Evaluar el funcionamiento de equipos marinos durante las pruebas de aceptación y los cruceros de prueba.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Actuar como enlace entre los capitanes de los barcos y el personal de tierra para garantizar que se mantengan los horarios y presupuestos y que los barcos funcionen de forma segura y eficiente.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Realizar pruebas ambientales, operativas o de rendimiento en maquinaria y equipos marinos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Inspeccionar equipos y maquinaria marina para elaborar solicitudes de trabajo y especificaciones de trabajo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Preparar o dirigir la preparación de diseños de productos o sistemas y dibujos y esquemas detallados.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Investigar y observar pruebas en maquinaria y equipos para el cumplimiento de normas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Mantener registros de las actividades del departamento de ingeniería, incluidos registros de gastos y detalles de mantenimiento y reparaciones de equipos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Coordinar actividades con los organismos reguladores para garantizar que las reparaciones y modificaciones sean al mínimo costo y consistentes con la seguridad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Diseñar y supervisar las pruebas, instalación y reparación de aparatos y equipos marinos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Preparar informes técnicos para uso del personal de ingeniería, administración o ventas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Adquirir los materiales necesarios para reparar equipos y maquinaria marina.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Mantener contacto y formular informes para contratistas y clientes para garantizar la finalización del trabajo al mínimo costo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Mantener y coordinar la reparación de maquinaria y equipos marinos para su instalación en embarcaciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Consultar con el personal de investigación para aclarar o resolver problemas y desarrollar o modificar diseños.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Realizar estudios analíticos, ambientales, operativos o de rendimiento para desarrollar diseños de productos, como motores, equipos y estructuras marinos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Determinar las condiciones bajo las cuales se realizarán las pruebas, así como las secuencias y fases de las operaciones de prueba.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Revise las solicitudes de trabajo y compárelas con trabajos anteriores realizados en barcos para garantizar que los costos sean económicamente sólidos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Analizar datos para determinar la viabilidad de las propuestas de productos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Programe revisiones de máquinas y el mantenimiento de sistemas eléctricos, de calefacción, ventilación, refrigeración, agua y alcantarillado.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Realizar análisis de buques, como análisis de estabilidad, estructurales, de peso y de vibraciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros Marinos y Arquitectos Navales,"Establecer la disposición de los equipos de la sala de calderas y la maquinaria de propulsión, los sistemas de calefacción y ventilación, los equipos de refrigeración, las tuberías y otros equipos funcionales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Analizar datos de fallas de productos y resultados de pruebas de laboratorio para determinar las causas de los problemas y desarrollar soluciones.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Diseñar y dirigir las pruebas o control de los procedimientos de procesamiento.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Monitorear el desempeño del material y evaluar su deterioro.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Realizar o supervisar pruebas sobre materias primas o productos terminados para asegurar su calidad.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Evaluar especificaciones técnicas y factores económicos relacionados con los objetivos de diseño de procesos o productos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Modificar propiedades de aleaciones metálicas, mediante tratamientos térmicos y mecánicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Determinar los métodos apropiados para fabricar y unir materiales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Orientar al personal técnico en el desarrollo de materiales para usos específicos en productos o dispositivos proyectados.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Revise los planes de nuevos productos y haga recomendaciones para la selección de materiales, basándose en objetivos de diseño como resistencia, peso, resistencia al calor, conductividad eléctrica y costo.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Supervisar el trabajo de tecnólogos, técnicos y otros ingenieros y científicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Planificar e implementar operaciones de laboratorio para desarrollar materiales y procedimientos de fabricación que cumplan con los estándares de costos, especificaciones del producto y desempeño.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Planificar y evaluar nuevos proyectos, consultando con otros ingenieros y ejecutivos corporativos, según sea necesario.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Supervisar los procesos de producción y prueba en entornos industriales, como instalaciones de refinación de metales, operaciones de fundición u operaciones de producción de materiales no metálicos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Resuelva problemas en diversos campos de la ingeniería, como mecánica, química, eléctrica, civil, nuclear y aeroespacial.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Llevar a cabo sesiones de capacitación sobre nuevos productos materiales, aplicaciones o métodos de fabricación para los clientes y sus empleados.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Realizar funciones gerenciales, como preparar propuestas y presupuestos, analizar costos laborales y redactar informes.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Presentar información técnica en congresos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Replicar las características de los materiales y sus componentes, utilizando computadoras.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Diseño de plantas y equipos de procesamiento.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Escriba para revistas técnicas, diarios y publicaciones de asociaciones comerciales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Ingenieros de Materiales,"Enseñar en colegios y universidades.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Desarrollar dibujos de diseño detallados y especificaciones para equipos mecánicos, troqueles, herramientas y controles, utilizando equipos de dibujo asistido por computadora (CAD).
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Produzca modelos tridimensionales utilizando software de diseño asistido por computadora (CAD).
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Diseñe y dibuje vistas esquemáticas, ortográficas o en ángulo para representar las relaciones funcionales de componentes, conjuntos, sistemas y máquinas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Modificar y revisar diseños para corregir deficiencias operativas o reducir problemas de producción.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Revisar y analizar especificaciones, bocetos, dibujos, ideas y datos relacionados para evaluar los factores que afectan los diseños de componentes y los procedimientos e instrucciones a seguir.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Verifique las dimensiones de los materiales a utilizar y asigne números a los materiales.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Diseñe planos a escala o de tamaño completo de artículos especiales, como muebles y componentes de carrocería o chasis de automóviles.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Calcular fórmulas matemáticas para desarrollar y diseñar especificaciones detalladas para componentes o maquinaria, utilizando equipos asistidos por computadora.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Coordinar y consultar a otros trabajadores para diseñar, diseñar o detallar componentes y sistemas y para resolver problemas de diseño u otros.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Consulte con representantes del cliente para revisar esquemas y responder preguntas relacionadas con la instalación de sistemas.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Coloque instrucciones y comentarios en los dibujos.
Ocupaciones relacionadas"
Arquitectura e Ingeniería,Redactores mecánicos,"Supervisar y capacitar a otros redactores, tecnólogos y técnicos.
Ocupaciones relacionadas"
